应用ID,游戏名称,游玩时长 (小时),已解锁成就,总成就数,成就进度,商店链接,成就链接,图片链接
335300,DARK SOULS™ II: Scholar of the First Sin,58.0,2,38,0.05,https://store.steampowered.com/app/335300,https://steamcommunity.com/id/aeorz/stats/335300/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
282800,100% Orange Juice,57.0,0,346,0.0,https://store.steampowered.com/app/282800,https://steamcommunity.com/id/aeorz/stats/282800/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
227300,Euro Truck Simulator 2,56.1,2,101,0.01,https://store.steampowered.com/app/227300,https://steamcommunity.com/id/aeorz/stats/227300/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/227300/9a81dc3126c56637297b654f9dcac057cfd79b77/header.jpg?t=1756205976
636480,Ravenfield,56.0,0,0,0.0,https://store.steampowered.com/app/636480,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1832640,Mirror 2: Project X,55.0,1,1,1.0,https://store.steampowered.com/app/1832640,https://steamcommunity.com/id/aeorz/stats/1832640/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
646570,Slay the Spire,54.0,2,46,0.04,https://store.steampowered.com/app/646570,https://steamcommunity.com/id/aeorz/stats/646570/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
386480,Blood Code,53.4,0,29,0.0,https://store.steampowered.com/app/386480,https://steamcommunity.com/id/aeorz/stats/386480/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/386480/header.jpg?t=1669260591
413150,Stardew Valley,53.3,10,49,0.2,https://store.steampowered.com/app/413150,https://steamcommunity.com/id/aeorz/stats/413150/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/413150/header.jpg?t=1754692865
435790,10秒忍者X,53.0,0,12,0.0,https://store.steampowered.com/app/435790,https://steamcommunity.com/id/aeorz/stats/435790/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
377160,Fallout 4,52.2,20,84,0.23,https://store.steampowered.com/app/377160,https://steamcommunity.com/id/aeorz/stats/377160/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/377160/header.jpg?t=1750779250
1085660,命运2,51.0,2,23,0.08,https://store.steampowered.com/app/1085660,https://steamcommunity.com/id/aeorz/stats/1085660/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
223750,DCS World Steam Edition,51.0,0,0,0.0,https://store.steampowered.com/app/223750,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
555000,GOAT OF DUTY,51.0,2,31,0.06,https://store.steampowered.com/app/555000,https://steamcommunity.com/id/aeorz/stats/555000/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1250870,Cyrano Story,50.0,7,13,0.53,https://store.steampowered.com/app/1250870,https://steamcommunity.com/id/aeorz/stats/1250870/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
616560,Ultimate Epic Battle Simulator,50.0,0,0,0.0,https://store.steampowered.com/app/616560,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1868140,潜水员戴夫 DAVE THE DIVER,48.0,0,43,0.0,https://store.steampowered.com/app/1868140,https://steamcommunity.com/id/aeorz/stats/1868140/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
812140,Assassin's Creed Odyssey,46.3,0,0,0.0,https://store.steampowered.com/app/812140,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/812140/header_schinese.jpg?t=1754000547
578080,PUBG: BATTLEGROUNDS,45.2,37,37,1.0,https://store.steampowered.com/app/578080,https://steamcommunity.com/id/aeorz/stats/578080/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/578080/841ea38bc58cabb70aef65365cf50bc2d79329d9/header.jpg?t=1746590920
2923300,Banana,43.0,1,76,0.01,https://store.steampowered.com/app/2923300,https://steamcommunity.com/id/aeorz/stats/2923300/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
367520,Hollow Knight,43.0,0,63,0.0,https://store.steampowered.com/app/367520,https://steamcommunity.com/id/aeorz/stats/367520/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
534380,消逝的光芒2: 重装上阵版,42.4,20,65,0.3,https://store.steampowered.com/app/534380,https://steamcommunity.com/id/aeorz/stats/534380/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/534380/header_schinese.jpg?t=1755623287
282070,This War of Mine,42.0,1,59,0.01,https://store.steampowered.com/app/282070,https://steamcommunity.com/id/aeorz/stats/282070/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
431590,Earn to Die 2,41.0,3,21,0.14,https://store.steampowered.com/app/431590,https://steamcommunity.com/id/aeorz/stats/431590/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1140630,Red Wings,41.0,1,29,0.03,https://store.steampowered.com/app/1140630,https://steamcommunity.com/id/aeorz/stats/1140630/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
242760,The Forest,40.6,17,45,0.37,https://store.steampowered.com/app/242760,https://steamcommunity.com/id/aeorz/stats/242760/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/242760/header.jpg?t=1699381053
313340,Mountain,39.9,29,31,0.93,https://store.steampowered.com/app/313340,https://steamcommunity.com/id/aeorz/stats/313340/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/313340/header.jpg?t=1606597053
394360,Hearts of Iron IV,39.0,0,249,0.0,https://store.steampowered.com/app/394360,https://steamcommunity.com/id/aeorz/stats/394360/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
322330,饥荒联机版,38.0,0,0,0.0,https://store.steampowered.com/app/322330,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
450390,The Lab,38.0,0,0,0.0,https://store.steampowered.com/app/450390,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
379720,DOOM,37.0,0,54,0.0,https://store.steampowered.com/app/379720,https://steamcommunity.com/id/aeorz/stats/379720/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
960090,Bloons TD 6,36.5,45,153,0.29,https://store.steampowered.com/app/960090,https://steamcommunity.com/id/aeorz/stats/960090/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/960090/header.jpg?t=1753309127
439700,H1Z1: Test Server,33.4,0,0,0.0,https://store.steampowered.com/app/439700,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/439700/header.jpg?t=1623781388
238460,BattleBlock Theater,33.0,0,30,0.0,https://store.steampowered.com/app/238460,https://steamcommunity.com/id/aeorz/stats/238460/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
3590,Plants vs. Zombies: Game of the Year,32.1,9,21,0.42,https://store.steampowered.com/app/3590,https://steamcommunity.com/id/aeorz/stats/3590/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3590/header.jpg?t=1738970324
1249200,Ghostrunner Demo,32.0,0,0,0.0,https://store.steampowered.com/app/1249200,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
524220,NieR:Automata™,32.0,0,47,0.0,https://store.steampowered.com/app/524220,https://steamcommunity.com/id/aeorz/stats/524220/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
2229850,《命令与征服：红色警戒 2 及尤里的复仇》,30.0,0,0,0.0,https://store.steampowered.com/app/2229850,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
623990,Tom Clancy's Rainbow Six Siege - Test Server,28.2,0,0,0.0,https://store.steampowered.com/app/623990,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
524440,Tom Clancy's The Division PTS,28.2,0,0,0.0,https://store.steampowered.com/app/524440,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
323190,冰汽时代,27.7,22,115,0.19,https://store.steampowered.com/app/323190,https://steamcommunity.com/id/aeorz/stats/323190/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/323190/header.jpg?t=1753434628
218620,PAYDAY 2,27.1,22,1328,0.01,https://store.steampowered.com/app/218620,https://steamcommunity.com/id/aeorz/stats/218620/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/218620/header.jpg?t=1755860904
620,Portal 2,27.0,1,51,0.01,https://store.steampowered.com/app/620,https://steamcommunity.com/id/aeorz/stats/620/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/620/header.jpg?t=1745363004
204360,Castle Crashers,27.0,0,12,0.0,https://store.steampowered.com/app/204360,https://steamcommunity.com/id/aeorz/stats/204360/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
755790,无限法则,26.6,0,0,0.0,https://store.steampowered.com/app/755790,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/755790/header_schinese.jpg?t=1693573300
34870,Sniper Ghost Warrior 2,25.9,8,38,0.21,https://store.steampowered.com/app/34870,https://steamcommunity.com/id/aeorz/stats/34870/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/34870/header.jpg?t=1728377753
12210,Grand Theft Auto IV: The Complete Edition,25.7,1,55,0.01,https://store.steampowered.com/app/12210,https://steamcommunity.com/id/aeorz/stats/12210/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/12210/header.jpg?t=1721061564
346110,ARK: Survival Evolved,25.0,0,32,0.0,https://store.steampowered.com/app/346110,https://steamcommunity.com/id/aeorz/stats/346110/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
863550,HITMAN™ 2,23.6,38,146,0.26,https://store.steampowered.com/app/863550,https://steamcommunity.com/id/aeorz/stats/863550/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/863550/header.jpg?t=1674755762
2656540,东方：平野孤鸿,23.0,0,97,0.0,https://store.steampowered.com/app/2656540,https://steamcommunity.com/id/aeorz/stats/2656540/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1568590,Goose Goose Duck,23.0,0,38,0.0,https://store.steampowered.com/app/1568590,https://steamcommunity.com/id/aeorz/stats/1568590/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
418240,Shadow Tactics: Blades of the Shogun,23.0,0,44,0.0,https://store.steampowered.com/app/418240,https://steamcommunity.com/id/aeorz/stats/418240/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
668630,Tricolour Lovestory,23.0,0,70,0.0,https://store.steampowered.com/app/668630,https://steamcommunity.com/id/aeorz/stats/668630/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1222140,底特律：化身为人,22.0,32,48,0.66,https://store.steampowered.com/app/1222140,https://steamcommunity.com/id/aeorz/stats/1222140/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1222140/header_schinese.jpg?t=1667468479
48700,Mount & Blade: Warband,21.5,0,80,0.0,https://store.steampowered.com/app/48700,https://steamcommunity.com/id/aeorz/stats/48700/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/48700/header.jpg?t=1750147149
67370,The Darkness II,21.5,0,50,0.0,https://store.steampowered.com/app/67370,https://steamcommunity.com/id/aeorz/stats/67370/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/67370/header.jpg?t=1728674715
1013310,浴血黑帮：傀儡师,21.0,3,30,0.1,https://store.steampowered.com/app/1013310,https://steamcommunity.com/id/aeorz/stats/1013310/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
324140,Kalimba,21.0,1,41,0.02,https://store.steampowered.com/app/324140,https://steamcommunity.com/id/aeorz/stats/324140/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
292030,巫师 3：狂猎,19.9,0,0,0.0,https://store.steampowered.com/app/292030,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/292030/eb2f071040ff86119feb2bd97e2cd283cc40b7e5/header_schinese.jpg?t=1756366569
1091500,赛博朋克 2077,19.8,0,0,0.0,https://store.steampowered.com/app/1091500,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1091500/4e88035f3a75e69e0ef2005fc611a7fafcb227e1/header_schinese.jpg?t=1756209867
206420,Saints Row IV,19.0,1,73,0.01,https://store.steampowered.com/app/206420,https://steamcommunity.com/id/aeorz/stats/206420/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
958260,DEAD OR ALIVE Xtreme Venus Vacation,18.9,0,0,0.0,https://store.steampowered.com/app/958260,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/958260/header.jpg?t=1754644576
1172620,Sea of Thieves,18.3,19,283,0.06,https://store.steampowered.com/app/1172620,https://steamcommunity.com/id/aeorz/stats/1172620/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1172620/header.jpg?t=1755260861
736190,中国式家长,18.3,18,23,0.78,https://store.steampowered.com/app/736190,https://steamcommunity.com/id/aeorz/stats/736190/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/736190/header_schinese.jpg?t=1754625690
44350,GRID 2,18.1,0,60,0.0,https://store.steampowered.com/app/44350,https://steamcommunity.com/id/aeorz/stats/44350/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/44350/header.jpg?t=1571948291
2358720,黑神话：悟空,18.0,76,81,0.93,https://store.steampowered.com/app/2358720,https://steamcommunity.com/id/aeorz/stats/2358720/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2358720/header_schinese.jpg?t=1749182199
57300,Amnesia: The Dark Descent,17.4,0,18,0.0,https://store.steampowered.com/app/57300,https://steamcommunity.com/id/aeorz/stats/57300/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/57300/header.jpg?t=1751032707
218510,Planets Under Attack,16.6,0,21,0.0,https://store.steampowered.com/app/218510,https://steamcommunity.com/id/aeorz/stats/218510/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/218510/header.jpg?t=1721840744
239200,Amnesia: A Machine for Pigs,15.7,0,7,0.0,https://store.steampowered.com/app/239200,https://steamcommunity.com/id/aeorz/stats/239200/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/239200/header.jpg?t=1727954562
814380,Sekiro™: Shadows Die Twice,15.7,10,34,0.29,https://store.steampowered.com/app/814380,https://steamcommunity.com/id/aeorz/stats/814380/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/814380/header.jpg?t=1754933982
50300,Spec Ops: The Line,15.7,0,50,0.0,https://store.steampowered.com/app/50300,https://steamcommunity.com/id/aeorz/stats/50300/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/50300/header.jpg?t=1706567828
621060,装机模拟器 (PC Building Simulator),15.2,5,94,0.05,https://store.steampowered.com/app/621060,https://steamcommunity.com/id/aeorz/stats/621060/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/621060/header_schinese.jpg?t=1653555111
495420,State of Decay 2,15.1,58,153,0.37,https://store.steampowered.com/app/495420,https://steamcommunity.com/id/aeorz/stats/495420/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/495420/header.jpg?t=1741378867
716260,Guns'n'Stories: Preface VR,15.0,0,0,0.0,https://store.steampowered.com/app/716260,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
469820,Genital Jousting,14.2,0,0,0.0,https://store.steampowered.com/app/469820,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/469820/header.jpg?t=1720783422
1938090,使命召唤®,14.0,0,107,0.0,https://store.steampowered.com/app/1938090,https://steamcommunity.com/id/aeorz/stats/1938090/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
657200,Hand Simulator,13.8,1,72,0.01,https://store.steampowered.com/app/657200,https://steamcommunity.com/id/aeorz/stats/657200/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/657200/80594aec56074fb966e08723cd036afe744ca712/header.jpg?t=1750397372
1504980,It Takes Two Friend's Pass,13.0,0,0,0.0,https://store.steampowered.com/app/1504980,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
815370,Green Hell,12.9,16,68,0.23,https://store.steampowered.com/app/815370,https://steamcommunity.com/id/aeorz/stats/815370/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/815370/header_schinese.jpg?t=1755513529
410340,Liftoff,12.8,3,35,0.08,https://store.steampowered.com/app/410340,https://steamcommunity.com/id/aeorz/stats/410340/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/410340/header.jpg?t=1745306589
1364020,边境,12.6,0,0,0.0,https://store.steampowered.com/app/1364020,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1364020/header_schinese.jpg?t=1719947096
8870,生化奇兵：无限 完全版,12.0,1,80,0.01,https://store.steampowered.com/app/8870,https://steamcommunity.com/id/aeorz/stats/8870/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
254080,World War III: Black Gold,12.0,0,0,0.0,https://store.steampowered.com/app/254080,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1262240,植物大战僵尸™: 和睦小镇保卫战,11.8,9,50,0.18,https://store.steampowered.com/app/1262240,https://steamcommunity.com/id/aeorz/stats/1262240/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1262240/header.jpg?t=1747167474
1172470,Apex Legends,11.0,0,12,0.0,https://store.steampowered.com/app/1172470,https://steamcommunity.com/id/aeorz/stats/1172470/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
621830,WRC 7,10.5,6,41,0.14,https://store.steampowered.com/app/621830,https://steamcommunity.com/id/aeorz/stats/621830/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/621830/header.jpg?t=1725354050
1037020,灾厄逆刃,10.0,0,42,0.0,https://store.steampowered.com/app/1037020,https://steamcommunity.com/id/aeorz/stats/1037020/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1030840,《四海兄弟: 最终版》​,9.8,0,0,0.0,https://store.steampowered.com/app/1030840,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1030840/header.jpg?t=1756416537
431930,Kabounce,9.7,0,50,0.0,https://store.steampowered.com/app/431930,https://steamcommunity.com/id/aeorz/stats/431930/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/431930/header.jpg?t=1603471014
337950,The SKIES,9.7,0,0,0.0,https://store.steampowered.com/app/337950,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/337950/header.jpg?t=1607048255
1948280,Stacklands,9.4,23,36,0.63,https://store.steampowered.com/app/1948280,https://steamcommunity.com/id/aeorz/stats/1948280/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1948280/header.jpg?t=1729241259
1517290,《战地风云™ 2042》,9.0,3,34,0.08,https://store.steampowered.com/app/1517290,https://steamcommunity.com/id/aeorz/stats/1517290/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1517290/header_schinese.jpg?t=1755529340
495520,Ping Pong League,9.0,0,0,0.0,https://store.steampowered.com/app/495520,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
2495980,箭箭剑,8.5,0,0,0.0,https://store.steampowered.com/app/2495980,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2495980/header_schinese.jpg?t=1692526835
714010,Aimlabs,8.2,6,100,0.06,https://store.steampowered.com/app/714010,https://steamcommunity.com/id/aeorz/stats/714010/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/714010/header.jpg?t=1748985307
2295700,Berry People,8.0,0,0,0.0,https://store.steampowered.com/app/2295700,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
1146950,Hentai Girl Fantasy,8.0,0,0,0.0,https://store.steampowered.com/app/1146950,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
254100,World War II: Panzer Claws,8.0,0,0,0.0,https://store.steampowered.com/app/254100,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
701160,王国：两位君主,7.8,7,46,0.15,https://store.steampowered.com/app/701160,https://steamcommunity.com/id/aeorz/stats/701160/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/701160/08446e4e24cc72043629f54d6598d12db44afebc/header_schinese.jpg?t=1755181644
1509960,PICO PARK,7.5,0,0,0.0,https://store.steampowered.com/app/1509960,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1509960/header.jpg?t=1740033204
582010,Monster Hunter: World,7.4,6,100,0.06,https://store.steampowered.com/app/582010,https://steamcommunity.com/id/aeorz/stats/582010/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/582010/header.jpg?t=1734656748
200260,Batman: Arkham City GOTY,7.3,3,64,0.04,https://store.steampowered.com/app/200260,https://steamcommunity.com/id/aeorz/stats/200260/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/200260/header.jpg?t=1745964057
325180,AppGameKit Classic,7.0,0,0,0.0,https://store.steampowered.com/app/325180,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/325180/header.jpg?t=1717089765
1366540,戴森球计划,7.0,0,128,0.0,https://store.steampowered.com/app/1366540,https://steamcommunity.com/id/aeorz/stats/1366540/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
12120,Grand Theft Auto: San Andreas,7.0,0,0,0.0,https://store.steampowered.com/app/12120,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
817470,ToaZZle,7.0,0,5,0.0,https://store.steampowered.com/app/817470,https://steamcommunity.com/id/aeorz/stats/817470/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
699590,Trivia Vault: Science & History Trivia 2,7.0,5000,5000,1.0,https://store.steampowered.com/app/699590,https://steamcommunity.com/id/aeorz/stats/699590/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
851520,Trivia Vault: TV Trivia,7.0,0,5000,0.0,https://store.steampowered.com/app/851520,https://steamcommunity.com/id/aeorz/stats/851520/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
226840,Age of Wonders III,6.9,0,74,0.0,https://store.steampowered.com/app/226840,https://steamcommunity.com/id/aeorz/stats/226840/?tab=achievements,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/226840/header.jpg?t=1726491137
211050,Battle vs Chess,6.9,0,0,0.0,https://store.steampowered.com/app/211050,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/211050/header.jpg?t=1667484404
253860,Earth 2140 HD,6.9,0,0,0.0,https://store.steampowered.com/app/253860,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/253860/header.jpg?t=1577101417
253880,Earth 2150 Trilogy,6.9,0,0,0.0,https://store.steampowered.com/app/253880,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/253880/header.jpg?t=1622800581
1900,Earth 2160,6.9,0,0,0.0,https://store.steampowered.com/app/1900,N/A,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1900/header.jpg?t=1623327678
1051310,Paper Dolls Original,6.9,23,28,0.82,https://store.steampowered.com/app/1051310,https://steamcommunity.com/id/aeorz/stats/1051310/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
552520,Far Cry 5,6.8,0,72,0.0,https://store.steampowered.com/app/552520,https://steamcommunity.com/id/aeorz/stats/552520/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
477160,人类一败涂地 / Human Fall Flat,6.8,14,143,0.09,https://store.steampowered.com/app/477160,https://steamcommunity.com/id/aeorz/stats/477160/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
805880,Trivia Vault Olympics Trivia,6.8,5000,5000,1.0,https://store.steampowered.com/app/805880,https://steamcommunity.com/id/aeorz/stats/805880/?tab=achievements,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
558870,Club Naughty,6.8,0,0,0.0,https://store.steampowered.com/app/558870,N/A,https://community.fastly.steamstatic.com/public/images/applications/community/defaultappheader.png?v=2d20c9375f6a00a46696c416e9712298
